Date,Pref,Positive,Inpatient,Discharged,Unconfirmed
2020/6/15,Hokkaido,6,123,956,0
2020/6/16,Hokkaido,2,126,959,0
2020/6/17,Hokkaido,6,116,970,0
2020/6/18,Hokkaido,5,115,977,0
2020/6/19,Hokkaido,3,108,988,0
2020/6/20,Hokkaido,3,97,1001,0
2020/6/21,Hokkaido,2,95,1006,0
2020/6/22,Hokkaido,2,92,1010,0
2020/6/23,Hokkaido,1,93,1011,0
2020/6/24,Hokkaido,10,83,1020,0
2020/6/25,Hokkaido,6,84,1028,0
2020/6/26,Hokkaido,5,86,1032,0
2020/6/27,Hokkaido,1,79,1044,0
2020/6/28,Hokkaido,17,75,1048,0
2020/6/29,Hokkaido,11,86,1054,0
2020/6/30,Hokkaido,13,97,1054,0
2020/7/1,Hokkaido,4,103,1061,0
2020/7/2,Hokkaido,8,95,1072,0
2020/7/3,Hokkaido,0,97,1077,0
2020/7/4,Hokkaido,1,94,1080,0
2020/7/5,Hokkaido,1,87,1088,0
2020/7/6,Hokkaido,0,83,1093,0
2020/7/7,Hokkaido,1,78,1098,0
2020/7/8,Hokkaido,4,71,1106,0
2020/7/9,Hokkaido,1,61,1120,0
2020/7/10,Hokkaido,6,56,1126,0
2020/7/11,Hokkaido,1,62,1126,0
2020/7/12,Hokkaido,4,59,1130,0
2020/7/13,Hokkaido,2,61,1132,0
2020/7/14,Hokkaido,8,62,1132,0
2020/7/15,Hokkaido,13,66,1136,0
2020/7/16,Hokkaido,6,76,1139,0
2020/7/17,Hokkaido,3,80,1141,0
2020/7/18,Hokkaido,13,75,1149,0
2020/7/19,Hokkaido,9,81,1156,0
2020/7/20,Hokkaido,3,88,1158,0
2020/7/21,Hokkaido,10,85,1164,0
2020/7/22,Hokkaido,6,88,1171,0
2020/7/23,Hokkaido,4,90,1175,1
2020/7/24,Hokkaido,6,87,1181,0
2020/7/25,Hokkaido,9,86,1188,0
2020/7/26,Hokkaido,5,92,1191,0
2020/7/27,Hokkaido,5,92,1196,0
2020/7/28,Hokkaido,3,91,1202,0
2020/7/29,Hokkaido,5,82,1214,0
2020/7/30,Hokkaido,9,86,1215,0
2020/7/31,Hokkaido,15,73,1237,0
2020/8/1,Hokkaido,18,82,1243,0
2020/8/2,Hokkaido,9,96,1247,0
2020/8/3,Hokkaido,23,100,1252,0
2020/8/4,Hokkaido,11,114,1261,0
2020/8/5,Hokkaido,14,123,1263,0
2020/8/6,Hokkaido,11,127,1273,0
2020/8/7,Hokkaido,14,120,1291,0
2020/8/8,Hokkaido,13,128,1297,0
2020/8/9,Hokkaido,11,126,1312,0
2020/8/10,Hokkaido,13,133,1316,0
2020/8/11,Hokkaido,14,142,1320,0
2020/8/12,Hokkaido,4,153,1323,0
2020/8/13,Hokkaido,10,146,1334,0
2020/8/14,Hokkaido,12,142,1348,0
2020/8/15,Hokkaido,14,134,1368,0
2020/8/16,Hokkaido,8,137,1379,0
2020/8/17,Hokkaido,5,136,1388,0
2020/8/18,Hokkaido,6,129,1400,0
2020/8/19,Hokkaido,8,128,1407,0
2020/8/20,Hokkaido,25,114,1429,0
2020/8/21,Hokkaido,10,111,1457,0
2020/8/22,Hokkaido,17,115,1463,0
2020/8/23,Hokkaido,14,130,1465,0
2020/8/24,Hokkaido,8,137,1472,0
2020/8/25,Hokkaido,7,141,1476,0
2020/8/26,Hokkaido,7,136,1488,0
2020/8/27,Hokkaido,10,132,1499,0
2020/8/28,Hokkaido,16,129,1512,0
2020/8/29,Hokkaido,9,130,1527,0
2020/8/30,Hokkaido,4,133,1533,0
2020/8/31,Hokkaido,8,130,1540,0
2020/9/1,Hokkaido,16,120,1558,0
2020/9/2,Hokkaido,6,127,1567,0
2020/9/3,Hokkaido,6,121,1578,0
2020/9/4,Hokkaido,5,111,1594,0
2020/9/5,Hokkaido,10,103,1607,0
2020/9/6,Hokkaido,4,96,1623,0
2020/9/7,Hokkaido,6,82,1641,0
2020/9/8,Hokkaido,11,85,1644,0
2020/9/9,Hokkaido,4,81,1659,0
2020/9/10,Hokkaido,11,74,1670,0
2020/9/11,Hokkaido,6,75,1679,0
2020/9/12,Hokkaido,7,64,1696,0
2020/9/13,Hokkaido,3,62,1705,0
2020/9/14,Hokkaido,8,60,1710,0
2020/9/15,Hokkaido,8,61,1717,0
2020/9/16,Hokkaido,11,62,1724,0
2020/9/17,Hokkaido,7,62,1735,0
2020/9/18,Hokkaido,17,62,1742,0
2020/9/19,Hokkaido,17,76,1745,0
2020/9/20,Hokkaido,16,85,1753,0
2020/9/21,Hokkaido,15,98,1756,0
2020/9/22,Hokkaido,9,108,1760,0
2020/9/23,Hokkaido,12,109,1768,0
2020/9/24,Hokkaido,11,105,1784,0
2020/9/25,Hokkaido,25,97,1803,0
2020/9/26,Hokkaido,7,111,1814,0
2020/9/27,Hokkaido,19,110,1822,0
2020/9/28,Hokkaido,17,120,1831,0
2020/9/29,Hokkaido,16,126,1842,0
2020/9/30,Hokkaido,16,136,1848,0
2020/10/1,Hokkaido,19,138,1862,0
2020/10/2,Hokkaido,15,138,1881,0
2020/10/3,Hokkaido,18,135,1899,0
2020/10/4,Hokkaido,22,136,1916,0
2020/10/5,Hokkaido,36,148,1926,0
2020/10/6,Hokkaido,12,173,1937,0
2020/10/7,Hokkaido,38,174,1948,0
2020/10/8,Hokkaido,29,196,1964,0
2020/10/9,Hokkaido,27,198,1991,0
2020/10/10,Hokkaido,24,204,2012,0
2020/10/11,Hokkaido,31,211,2029,0
2020/10/12,Hokkaido,12,221,2050,0
2020/10/13,Hokkaido,20,210,2073,0
2020/10/14,Hokkaido,20,207,2096,0
2020/10/15,Hokkaido,30,194,2129,0
2020/10/16,Hokkaido,31,187,2166,0
2020/10/17,Hokkaido,27,199,2184,0
2020/10/18,Hokkaido,24,211,2199,0
2020/10/19,Hokkaido,17,213,2221,0
2020/10/20,Hokkaido,31,205,2246,0
2020/10/21,Hokkaido,22,216,2266,0
2020/10/22,Hokkaido,40,217,2287,0
2020/10/23,Hokkaido,51,235,2309,0
2020/10/24,Hokkaido,60,260,2335,0
2020/10/25,Hokkaido,41,292,2363,0
2020/10/26,Hokkaido,50,311,2384,0
2020/10/27,Hokkaido,27,343,2402,0
2020/10/28,Hokkaido,52,362,2462,0
2020/10/29,Hokkaido,53,362,2462,0
2020/10/30,Hokkaido,69,383,2494,0
2020/10/31,Hokkaido,81,408,2538,0
2020/11/1,Hokkaido,68,446,2580,0
2020/11/2,Hokkaido,96,492,2603,0
2020/11/3,Hokkaido,71,545,2646,0
2020/11/4,Hokkaido,75,570,2690,0
2020/11/5,Hokkaido,118,608,2727,0
2020/11/6,Hokkaido,115,674,2780,0
2020/11/7,Hokkaido,187,713,2855,0
2020/11/8,Hokkaido,153,769,2906,80
2020/11/9,Hokkaido,200,976,2931,0
2020/11/10,Hokkaido,166,1094,3012,0
2020/11/11,Hokkaido,197,1160,3110,0
2020/11/12,Hokkaido,236,1288,3176,0
2020/11/13,Hokkaido,235,1455,3243,0
2020/11/14,Hokkaido,230,1608,3324,0
2020/11/15,Hokkaido,209,1719,3442,0
2020/11/16,Hokkaido,189,1842,3525,0
2020/11/17,Hokkaido,197,1916,3638,0
2020/11/18,Hokkaido,233,1903,3846,0
2020/11/19,Hokkaido,267,1943,4036,0
2020/11/20,Hokkaido,304,1993,4246,0
2020/11/21,Hokkaido,234,2113,4428,0
2020/11/22,Hokkaido,245,2143,4629,0
2020/11/23,Hokkaido,206,2214,4800,0
2020/11/24,Hokkaido,216,2307,4910,0
2020/11/25,Hokkaido,181,2359,5068,0
2020/11/26,Hokkaido,256,2300,5302,0
2020/11/27,Hokkaido,252,2248,5603,0
2020/11/28,Hokkaido,252,2269,5825,0
2020/11/29,Hokkaido,192,2375,5967,0
2020/11/30,Hokkaido,151,2425,6206,102
2020/12/1,Hokkaido,206,2281,6394,0
2020/12/2,Hokkaido,176,2279,6588,0
2020/12/3,Hokkaido,206,2171,6867,0
2020/12/4,Hokkaido,212,2172,7061,0
2020/12/5,Hokkaido,183,2163,7269,0
2020/12/6,Hokkaido,187,2217,7394,0
2020/12/7,Hokkaido,124,2237,7546,0
2020/12/8,Hokkaido,204,2261,7640,0
2020/12/9,Hokkaido,197,2248,7848,0
2020/12/10,Hokkaido,241,2252,8025,0
2020/12/11,Hokkaido,177,2274,8239,0
2020/12/12,Hokkaido,189,2221,8459,0
2020/12/13,Hokkaido,164,2226,8637,0
2020/12/14,Hokkaido,125,2282,8887,39
2020/12/15,Hokkaido,104,2243,9040,60
2020/12/16,Hokkaido,86,2183,9287,172
2020/12/17,Hokkaido,139,2011,9493,73
2020/12/18,Hokkaido,141,1938,9673,52
2020/12/19,Hokkaido,132,1886,9856,61
2020/12/20,Hokkaido,135,1825,9930,56
2020/12/21,Hokkaido,110,1881,10065,33
2020/12/22,Hokkaido,74,1848,10230,98
2020/12/23,Hokkaido,114,1750,10418,84
2020/12/24,Hokkaido,123,1666,10571,34
2020/12/25,Hokkaido,97,1632,10713,53
2020/12/26,Hokkaido,161,1579,10851,19
2020/12/27,Hokkaido,85,1598,10906,23
2020/12/28,Hokkaido,94,1621,10988,7
2020/12/29,Hokkaido,87,1628,11106,37
2020/12/30,Hokkaido,133,1591,11168,68
2020/12/31,Hokkaido,167,1659,11309,21
2021/1/1,Hokkaido,98,1680,11418,14
2021/1/2,Hokkaido,77,1666,11466,25
2021/1/3,Hokkaido,68,1691,11521,1
2021/1/4,Hokkaido,93,1692,11598,12
2021/1/5,Hokkaido,79,1704,11771,97
2021/1/6,Hokkaido,115,1607,12023,142
2021/1/7,Hokkaido,161,1465,12228,46
2021/1/8,Hokkaido,181,1419,12458,59
2021/1/9,Hokkaido,215,1360,12573,96
2021/1/10,Hokkaido,188,1456,12692,63
2021/1/11,Hokkaido,135,1519,12767,55
2021/1/12,Hokkaido,145,1574,12895,14
2021/1/13,Hokkaido,109,1588,13064,64
2021/1/14,Hokkaido,194,1524,13201,54
2021/1/15,Hokkaido,202,1578,13344,53
2021/1/16,Hokkaido,192,1631,13444,85
2021/1/17,Hokkaido,124,1716,13560,4
2021/1/18,Hokkaido,125,1720,13695,12
2021/1/19,Hokkaido,92,1708,13866,85
2021/1/20,Hokkaido,164,1623,14001,24
2021/1/21,Hokkaido,130,1647,14173,48
2021/1/22,Hokkaido,111,1599,14365,85
2021/1/23,Hokkaido,138,1514,14511,12
2021/1/24,Hokkaido,94,1502,14619,18
2021/1/25,Hokkaido,88,1484,14709,8
2021/1/26,Hokkaido,106,1476,14901,93
2021/1/27,Hokkaido,147,1383,15052,10
2021/1/28,Hokkaido,115,1373,15203,39
2021/1/29,Hokkaido,111,1334,15302,9
2021/1/30,Hokkaido,106,1343,15401,1
2021/1/31,Hokkaido,104,1344,15479,20
2021/2/1,Hokkaido,76,1364,15579,29
2021/2/2,Hokkaido,105,1335,15688,5
2021/2/3,Hokkaido,94,1330,15859,80
2021/2/4,Hokkaido,120,1250,15981,3
2021/2/5,Hokkaido,93,1247,16101,32
2021/2/6,Hokkaido,78,1215,16188,11
2021/2/7,Hokkaido,69,1204,16254,2
2021/2/8,Hokkaido,50,1206,16348,49
2021/2/9,Hokkaido,41,1157,16496,109
2021/2/10,Hokkaido,64,1048,16585,26
2021/2/11,Hokkaido,92,1022,16694,19
2021/2/12,Hokkaido,75,1003,16765,2
2021/2/13,Hokkaido,39,1005,16958,159
2021/2/14,Hokkaido,52,846,17022,14
2021/2/15,Hokkaido,41,832,17069,7
2021/2/16,Hokkaido,44,825,17157,46
2021/2/17,Hokkaido,64,779,17200,19
2021/2/18,Hokkaido,32,798,17306,77
2021/2/19,Hokkaido,43,721,17351,5
2021/2/20,Hokkaido,34,716,17395,16
2021/2/21,Hokkaido,63,700,17423,35
2021/2/22,Hokkaido,21,735,17469,29
2021/2/23,Hokkaido,66,706,17527,3
2021/2/24,Hokkaido,43,709,17586,18
2021/2/25,Hokkaido,43,691,17671,46
2021/2/26,Hokkaido,36,645,17747,44
2021/2/27,Hokkaido,43,601,17814,24
2021/2/28,Hokkaido,27,577,17867,28
2021/3/1,Hokkaido,29,549,17900,6
2021/3/2,Hokkaido,29,543,17944,20
2021/3/3,Hokkaido,60,523,17990,11
2021/3/4,Hokkaido,66,534,18024,30
2021/3/5,Hokkaido,64,564,18090,3
2021/3/6,Hokkaido,47,561,18138,2
2021/3/7,Hokkaido,84,559,18176,44
2021/3/8,Hokkaido,63,603,18201,38
2021/3/9,Hokkaido,63,641,18243,18
2021/3/10,Hokkaido,65,659,18276,31
2021/3/11,Hokkaido,71,690,18323,21
2021/3/12,Hokkaido,53,711,18380,8
2021/3/13,Hokkaido,58,703,18439,3
2021/3/14,Hokkaido,45,700,18480,3
2021/3/15,Hokkaido,54,703,18534,2
2021/3/16,Hokkaido,69,701,18672,75
2021/3/17,Hokkaido,73,626,18756,15
2021/3/18,Hokkaido,96,611,18790,62
2021/3/19,Hokkaido,78,673,18826,36
2021/3/20,Hokkaido,51,709,18871,2
2021/3/21,Hokkaido,60,711,18916,13
2021/3/22,Hokkaido,50,724,18969,5
2021/3/23,Hokkaido,42,719,19052,43
2021/3/24,Hokkaido,81,676,19115,16
2021/3/25,Hokkaido,67,692,19171,8
2021/3/26,Hokkaido,69,700,19209,29
2021/3/27,Hokkaido,62,729,19249,22
2021/3/28,Hokkaido,74,751,19286,36
2021/3/29,Hokkaido,46,787,19345,14
2021/3/30,Hokkaido,56,773,19413,14
2021/3/31,Hokkaido,76,759,19443,43
2021/4/1,Hokkaido,57,802,19539,42
2021/4/2,Hokkaido,57,760,19603,9
2021/4/3,Hokkaido,66,751,19636,33
2021/4/4,Hokkaido,53,784,19667,22
2021/4/5,Hokkaido,71,806,19692,46
2021/4/6,Hokkaido,63,852,19747,2
2021/4/7,Hokkaido,72,854,19797,18
2021/4/8,Hokkaido,79,872,19846,26
2021/4/9,Hokkaido,83,898,19879,46
2021/4/10,Hokkaido,116,944,19976,17
2021/4/11,Hokkaido,69,961,20115,73
2021/4/12,Hokkaido,58,888,20190,20
2021/4/13,Hokkaido,60,868,20271,24
2021/4/14,Hokkaido,77,844,20334,12
2021/4/15,Hokkaido,101,845,20409,32
2021/4/16,Hokkaido,98,877,20466,37
2021/4/17,Hokkaido,109,914,20522,50
2021/4/18,Hokkaido,98,964,20567,49
2021/4/19,Hokkaido,78,1013,20623,18
2021/4/20,Hokkaido,106,1031,20714,11
2021/4/21,Hokkaido,124,1042,20797,34
2021/4/22,Hokkaido,153,1076,20894,51
2021/4/23,Hokkaido,158,1127,20980,67
2021/4/24,Hokkaido,160,1194,21072,62
2021/4/25,Hokkaido,110,1256,21108,69
2021/4/26,Hokkaido,139,1325,21170,71
2021/4/27,Hokkaido,121,1396,21282,3
2021/4/28,Hokkaido,219,1399,21371,125
2021/4/29,Hokkaido,234,1524,21501,102
2021/4/30,Hokkaido,187,1626,21568,116
2021/5/1,Hokkaido,180,1742,21726,21
2021/5/2,Hokkaido,326,1763,21795,251
2021/5/3,Hokkaido,114,2014,21927,22
2021/5/4,Hokkaido,233,1992,22055,100
2021/5/5,Hokkaido,181,2092,22122,112
2021/5/6,Hokkaido,320,2204,22210,227
2021/5/7,Hokkaido,248,2431,22549,95
2021/5/8,Hokkaido,403,2336,22660,289
2021/5/9,Hokkaido,506,2625,22851,308
2021/5/10,Hokkaido,409,2933,22928,328
2021/5/11,Hokkaido,421,3261,23127,217
2021/5/12,Hokkaido,529,3478,23346,303
2021/5/13,Hokkaido,712,3781,23506,546
2021/5/14,Hokkaido,593,4327,23653,438
2021/5/15,Hokkaido,566,4765,23890,327
2021/5/16,Hokkaido,491,5092,24155,221
2021/5/17,Hokkaido,372,5313,24349,168
2021/5/18,Hokkaido,533,5481,24565,309
2021/5/19,Hokkaido,604,5790,24766,390
2021/5/20,Hokkaido,681,6180,25370,68
2021/5/21,Hokkaido,727,6248,25616,469
2021/5/22,Hokkaido,658,6717,25765,504
2021/5/23,Hokkaido,605,7221,26412,53
2021/5/24,Hokkaido,366,7168,26605,158
2021/5/25,Hokkaido,459,7326,26792,263
2021/5/26,Hokkaido,551,7589,27004,326
2021/5/27,Hokkaido,570,7915,27180,383
2021/5/28,Hokkaido,423,8298,27376,210
2021/5/29,Hokkaido,442,8508,28298,492
2021/5/30,Hokkaido,288,8016,28596,25
2021/5/31,Hokkaido,279,7991,29019,163
2021/6/1,Hokkaido,254,7828,29778,521
2021/6/2,Hokkaido,317,7307,30401,316
2021/6/3,Hokkaido,300,6991,31089,406
2021/6/4,Hokkaido,203,6585,31439,154
2021/6/5,Hokkaido,276,6431,31935,236
2021/6/6,Hokkaido,183,6195,32336,230
2021/6/7,Hokkaido,147,5965,32686,218
2021/6/8,Hokkaido,120,5747,33003,216
2021/6/9,Hokkaido,179,5531,33581,415
2021/6/10,Hokkaido,182,5116,34094,342
2021/6/11,Hokkaido,145,4774,34424,202
2021/6/12,Hokkaido,125,4572,34653,119
2021/6/13,Hokkaido,82,4453,35468,737
2021/6/14,Hokkaido,74,3716,35764,235
2021/6/15,Hokkaido,87,3481,35988,155
2021/6/16,Hokkaido,88,3326,36402,334
2021/6/17,Hokkaido,73,2992,36579,108
2021/6/18,Hokkaido,76,2884,36904,252
2021/6/19,Hokkaido,73,2632,37110,139
2021/6/20,Hokkaido,52,2493,37393,233
2021/6/21,Hokkaido,37,2260,37516,90
2021/6/22,Hokkaido,29,2170,37650,117
2021/6/23,Hokkaido,49,2053,37789,101
2021/6/24,Hokkaido,26,1952,38200,389
2021/6/25,Hokkaido,33,1563,38377,148
2021/6/26,Hokkaido,47,1415,38516,97
2021/6/27,Hokkaido,28,1318,38599,58
2021/6/28,Hokkaido,27,1260,38672,50
2021/6/29,Hokkaido,23,1210,38782,92
2021/6/30,Hokkaido,38,1118,38977,162
2021/7/1,Hokkaido,39,956,39105,90
2021/7/2,Hokkaido,26,866,39211,81
2021/7/3,Hokkaido,30,785,39316,77
2021/7/4,Hokkaido,39,708,39388,35
2021/7/5,Hokkaido,29,673,39448,36
2021/7/6,Hokkaido,34,637,39515,34
2021/7/7,Hokkaido,67,603,39685,103
2021/7/8,Hokkaido,62,500,39725,22
2021/7/9,Hokkaido,50,522,39745,29
2021/7/10,Hokkaido,64,551,39785,24
2021/7/11,Hokkaido,56,575,39814,27
2021/7/12,Hokkaido,47,602,39843,18
2021/7/13,Hokkaido,60,620,39901,1
2021/7/14,Hokkaido,75,621,39961,15
2021/7/15,Hokkaido,85,636,40014,30
2021/7/16,Hokkaido,73,666,40061,25
2021/7/17,Hokkaido,111,691,40105,66
2021/7/18,Hokkaido,107,757,40141,71
2021/7/19,Hokkaido,70,828,40179,31
2021/7/20,Hokkaido,104,859,40270,13
2021/7/21,Hokkaido,118,872,40353,35
2021/7/22,Hokkaido,140,907,40416,76
2021/7/23,Hokkaido,79,983,40475,17
2021/7/24,Hokkaido,118,1000,40552,41
2021/7/25,Hokkaido,113,1041,40633,32
2021/7/26,Hokkaido,137,1073,40683,86
2021/7/27,Hokkaido,138,1159,40830,10
2021/7/28,Hokkaido,227,1149,40965,92
2021/7/29,Hokkaido,260,1241,41049,176
2021/7/30,Hokkaido,250,1417,41149,150
2021/7/31,Hokkaido,284,1567,41255,177
2021/8/1,Hokkaido,267,1744,41354,168
2021/8/2,Hokkaido,217,1912,41447,123
2021/8/3,Hokkaido,211,2035,41607,51
2021/8/4,Hokkaido,366,2086,41773,200
2021/8/5,Hokkaido,342,2286,41942,173
2021/8/6,Hokkaido,283,2459,42117,107
2021/8/7,Hokkaido,347,2566,42318,145
2021/8/8,Hokkaido,308,2711,42546,80
2021/8/9,Hokkaido,310,2784,42721,142
2021/8/10,Hokkaido,347,2926,42943,124
2021/8/11,Hokkaido,351,3050,43292,2
2021/8/12,Hokkaido,480,3052,43533,239
2021/8/13,Hokkaido,454,3291,43760,227
2021/8/14,Hokkaido,479,3518,44043,195
2021/8/15,Hokkaido,366,3518,44298,306
2021/8/16,Hokkaido,357,3824,44621,34
2021/8/17,Hokkaido,410,3858,45032,4
2021/8/18,Hokkaido,595,3854,45376,251
2021/8/19,Hokkaido,575,4105,45687,263
2021/8/20,Hokkaido,523,4368,46057,152
2021/8/21,Hokkaido,579,4520,46445,191
2021/8/22,Hokkaido,529,4711,46786,188
2021/8/23,Hokkaido,420,4899,47143,62
2021/8/24,Hokkaido,426,4961,47591,23
2021/8/25,Hokkaido,568,4938,48046,113
2021/8/26,Hokkaido,504,5051,48471,79
2021/8/27,Hokkaido,382,5130,48838,14
2021/8/28,Hokkaido,457,5144,49302,9
2021/8/29,Hokkaido,359,5135,49774,115
2021/8/30,Hokkaido,266,5020,50250,213
2021/8/31,Hokkaido,305,4807,50788,237
2021/9/1,Hokkaido,351,4570,51348,212
2021/9/2,Hokkaido,314,4358,51874,213
2021/9/3,Hokkaido,251,4145,52450,327
2021/9/4,Hokkaido,224,3818,52895,222
2021/9/5,Hokkaido,218,3596,53209,96
2021/9/6,Hokkaido,123,3500,53565,234
2021/9/7,Hokkaido,137,3266,54139,440
2021/9/8,Hokkaido,180,2826,54614,295
2021/9/9,Hokkaido,144,2531,54989,231
2021/9/10,Hokkaido,117,2300,55305,199
2021/9/11,Hokkaido,156,2101,55571,111
2021/9/12,Hokkaido,86,1990,55772,85
2021/9/13,Hokkaido,60,1905,55975,149
2021/9/14,Hokkaido,94,1756,56288,223
2021/9/15,Hokkaido,108,1533,56527,130
2021/9/16,Hokkaido,102,1403,56698,78
2021/9/17,Hokkaido,88,1325,56812,30
2021/9/18,Hokkaido,80,1295,56925,36
2021/9/19,Hokkaido,60,1259,57045,45
2021/9/20,Hokkaido,48,1214,57152,58
2021/9/21,Hokkaido,33,1156,57355,167
2021/9/22,Hokkaido,85,989,57561,149
2021/9/23,Hokkaido,71,839,57719,82
